record_id,performance_month,quarter,fiscal_year,zone,cluster,branch,wealth_manager_id,wealth_manager_name,employee_grade,product_category,product_name,source_system,target_amount,achieved_amount,revenue_amount,customer_count,active_clients,data_quality_issue,meeting_context
REC003563,2026-09-30,Q3,2026,"Kolkata South","New Alipore",Alipore,WM072,"Anirban Bose",Manager,Fee,Cards,"Cards RA",82.00,67.00,98010.21,15,186,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002674,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM055,"Subhojit Saha","Senior Manager",Investment,Demat,"Demat RA",62.00,59.00,45481.65,26,155,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004887,2026-05-31,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Fee,Cards,"Cards RA",45.00,33.00,24901.99,6,310,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003923,2026-06-30,Q2,2026,"Kolkata South",Gariahat,Ballygunge,WM070,"Ananya Saha","Senior Manager",Liability,CASA,"CASA RA",6929993.00,5639374.34,10776.74,10,231,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005296,2026-08-31,Q3,2026,"Kolkata East",Rajarhat,"Chinar Park",WM075,"Sohini Sharma",Manager,Liability,FD,"Deposit RA",3254661.00,3154983.31,11965.54,29,147,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000491,2026-08-31,Q3,2026,"Greater Kolkata",Serampore,Uttarpara,WM067,"Subhojit Chatterjee","Senior Manager",Investment,Demat,"Demat RA",46.00,27.00,11055.00,19,136,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001141,2026-08-31,Q3,2026,"Kolkata North","BT Road",Sinthi,WM080,"Nisha Khan","Senior Manager",Investment,"Mutual Fund","Investment RA",3460741.00,2713278.05,15792.89,1,316,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000691,2026-05-31,Q2,2026,"Kolkata North",Shyambazar,"Shyambazar Main",WM046,"Poulami Ali","Senior Manager",Liability,CASA,"CASA RA",3148815.00,2282271.86,5602.29,48,163,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005176,2026-04-30,Q2,2026,"Kolkata East","New Town","New Town Action Area I",WM085,"Nisha Roy","Deputy Manager",Liability,"Deposit Mobilization","Deposit RA",11585801.00,9157159.20,31649.75,52,215,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003302,2026-06-30,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM023,"Priya Dutta",Manager,Investment,Demat,"Demat RA",56.00,40.00,13121.35,7,124,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004557,2026-07-31,Q3,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Investment,"Mutual Fund","Investment RA",3339745.00,2809111.88,11780.61,9,144,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001836,2026-05-31,Q2,2026,"Kolkata East","New Town","New Town Action Area II",WM001,"Rahul Sen","Senior Manager",Fee,Cards,"Cards RA",114.00,114.00,137220.01,24,227,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004593,2026-07-31,Q3,2026,"Greater Kolkata",Serampore,Rishra,WM010,"Priya Roy","Deputy Manager",Fee,Forex,"Forex RA",137306.00,102215.61,3076.57,25,176,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002730,2026-09-30,Q3,2026,"Kolkata East","Salt Lake","City Centre",WM021,"Subhojit Chatterjee","Senior Manager",Investment,"Mutual Fund","Investment RA",4336733.00,4007087.21,19576.52,30,335,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000572,2026-06-30,Q2,2026,"Greater Kolkata",Howrah,Bally,WM069,"Ishaan Chatterjee","Senior Manager",Asset,"Personal Loan","Loan RA",2536244.00,1654195.78,18894.75,4,346,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003464,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM067,"Subhojit Chatterjee","Senior Manager",Asset,"Home Loan","Loan RA",11064745.00,8341230.93,93327.43,18,344,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001073,2026-07-31,Q3,2026,"Kolkata East",Rajarhat,"Chinar Park",WM079,"Tania Dutta","Deputy Manager",Liability,FD,"Deposit RA",7164146.00,5194918.39,17754.22,42,295,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003549,2026-09-30,Q3,2026,"Kolkata North","BT Road","BT Road Main",WM078,"Rahul Khan",Manager,Liability,"Deposit Mobilization","Deposit RA",10449614.00,7702169.00,15981.86,56,248,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000299,2026-07-31,Q3,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM008,"Aarav Chatterjee","Senior Manager",Investment,Demat,"Demat RA",40.00,33.00,25756.17,21,242,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002710,2026-04-30,Q2,2026,"Kolkata East","Salt Lake",Karunamoyee,WM014,"Abhishek Ali","Senior Manager",Liability,CASA,"CASA RA",5454848.00,4410619.25,9824.81,12,219,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000310,2026-04-30,Q2,2026,"Kolkata South",Gariahat,Ballygunge,WM070,"Ananya Saha","Senior Manager",Asset,"Home Loan","Loan RA",17118369.00,16806111.99,163136.35,31,328,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000128,2026-08-31,Q3,2026,"Kolkata South",Behala,"Behala Main",WM026,"Sohini Pal","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",10194357.00,9004475.78,26324.92,52,132,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005023,2026-05-31,Q2,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM008,"Aarav Chatterjee","Senior Manager",Asset,"Home Loan","Loan RA",12192268.00,11570465.53,136105.46,5,282,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000119,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Fee,Forex,"Forex RA",303117.00,202593.11,5054.12,22,113,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004108,2026-09-30,Q3,2026,"Kolkata Central","Park Street","Middleton Street",WM029,"Nisha Gupta","Senior Manager",Asset,"Business Loan","Loan RA",8694507.00,5969805.59,25696.31,1,110,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003370,2026-06-30,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM055,"Subhojit Saha","Senior Manager",Investment,"Mutual Fund","Investment RA",7278630.00,5273477.55,52283.10,20,210,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000746,2026-09-30,Q3,2026,"Kolkata South","New Alipore",Alipore,WM072,"Anirban Bose",Manager,Investment,"Mutual Fund","Investment RA",6256531.00,4301859.71,40213.41,30,181,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003693,2026-04-30,Q2,2026,"Greater Kolkata",Serampore,Konnagar,WM091,"Arjun Saha","Deputy Manager",Liability,"Deposit Mobilization","Deposit RA",9637721.00,6671819.93,12445.44,36,327,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003038,2026-09-30,Q3,2026,"Kolkata East",Rajarhat,Teghoria,WM012,"Ritwik Dutta","Senior Manager",Liability,FD,"Deposit RA",8920294.00,7262685.95,28413.06,54,160,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001133,2026-07-31,Q3,2026,"Kolkata East","New Town","New Town Action Area II",WM001,"Rahul Sen","Senior Manager",Fee,Cards,"Cards RA",20.00,16.00,12532.25,33,159,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000669,2026-08-31,Q3,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM090,"Aditi Bose","Deputy Manager",Asset,"Business Loan","Loan RA",10470161.00,8676850.09,89499.85,11,213,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000049,2026-08-31,Q3,2026,"Kolkata Central",Esplanade,Dharmatala,WM089,"Aditi Bose","Deputy Manager",Asset,"Personal Loan","Loan RA",2021630.00,1560361.74,15016.77,30,116,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004045,2026-04-30,Q2,2026,"Kolkata South",Garia,Patuli,WM044,"Sohini Ghosh",Manager,Asset,"Personal Loan","Loan RA",2152041.00,1985146.62,12061.08,21,163,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002735,2026-06-30,Q2,2026,"Kolkata North","Lake Town","VIP Road",WM022,"Ritwik Singh",Manager,Asset,"Personal Loan","Loan RA",1057673.00,903097.84,5213.57,10,253,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002379,2026-04-30,Q2,2026,"Kolkata South",Tollygunge,"Tollygunge Main",WM098,"Moumita Singh","Senior Manager",Fee,Insurance,"LI RA",284289.00,243413.45,41066.14,3,255,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004732,2026-05-31,Q2,2026,"Kolkata East","EM Bypass","Science City",WM068,"Sohini Mukherjee","Senior Manager",Fee,Insurance,"LI RA",846078.00,733083.88,68540.31,13,348,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002637,2026-08-31,Q3,2026,"Kolkata South",Tollygunge,Naktala,WM058,"Rahul Gupta","Senior Manager",Liability,FD,"Deposit RA",5746412.00,4749483.15,10500.23,40,230,WRONG_ZONE_CLUSTER_MAPPING,"Q2-Q3 review for Q4 target achievement planning"
REC003296,2026-04-30,Q2,2026,"Kolkata East","New Town","New Town Action Area II",WM001,"Rahul Sen","Senior Manager",Investment,Demat,"Demat RA",46.00,41.00,19437.69,22,94,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003640,2026-09-30,Q3,2026,"Kolkata South",Gariahat,Ballygunge,WM097,"Priya Banerjee","Senior Manager",Fee,Cards,"Cards RA",107.00,86.00,96153.38,11,330,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004246,2026-05-31,Q2,2026,"Kolkata North",Dumdum,Airport,WM009,"Ritwik Banerjee",Manager,Investment,"Mutual Fund","Investment RA",7707872.00,5768079.08,52285.12,11,229,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001647,2026-06-30,Q2,2026,"Kolkata South",Garia,Naktala,WM058,"Rahul Gupta","Senior Manager",Asset,"Business Loan","Loan RA",8140518.00,7075466.51,51005.29,16,238,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004003,2026-04-30,Q2,2026,"Kolkata Central","Park Street","Park Street Main",WM053,"Ishaan Das","Deputy Manager",Liability,CASA,"CASA RA",3918190.00,3031845.51,5894.91,28,282,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005260,2026-07-31,Q3,2026,"Kolkata East",Rajarhat,Teghoria,WM041,"Priya Jain","Deputy Manager",Asset,"Home Loan","Loan RA",15891405.00,13937590.52,127251.84,33,160,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001883,2026-04-30,Q2,2026,"Kolkata South",Behala,"Behala Main",WM026,"Sohini Pal","Senior Manager",Liability,CASA,"CASA RA",6740664.00,5513487.29,19728.44,50,308,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004642,2026-06-30,Q2,2026,"Kolkata North",Shyambazar,Bagbazar,WM093,"Abhishek Ali",Manager,Asset,"Business Loan","Loan RA",8069116.00,6317161.63,43936.04,29,195,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000831,2026-08-31,Q3,2026,"Kolkata Central","Park Street","Middleton Street",WM028,"Aditi Singh","Senior Manager",Asset,"Business Loan","Loan RA",7719620.00,6394561.38,29155.89,6,282,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003625,2026-07-31,Q3,2026,"Kolkata East",Rajarhat,Teghoria,WM012,"Ritwik Dutta","Senior Manager",Liability,CASA,"CASA RA",4574713.00,3990817.88,15360.94,17,122,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001021,2026-05-31,Q2,2026,"Kolkata South",Tollygunge,"Golf Green",WM062,"Anirban Singh","Senior Manager",Fee,Insurance,"LI RA",258589.00,214329.63,28797.61,2,102,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002795,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM083,"Abhishek Agarwal","Senior Manager",Fee,Forex,"Forex RA",266018.00,243317.07,6926.34,4,164,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002419,2026-08-31,Q3,2026,"Kolkata South",Behala,Sakherbazar,WM007,"Moumita Khan","Senior Manager",Fee,Cards,"Cards RA",44.00,48.00,55056.76,2,198,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000173,2026-08-31,Q3,2026,"Kolkata East","New Town",Ecospace,WM066,"Aditi Sen","Deputy Manager",Asset,"Personal Loan","Loan RA",3772670.00,3313504.80,22034.53,8,293,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002067,2026-09-30,Q3,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Fee,Forex,"Forex RA",487514.00,239832.82,7180.06,17,216,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004817,2026-07-31,Q3,2026,"Kolkata South",Tollygunge,"Golf Green",WM062,"Anirban Singh","Senior Manager",Investment,Demat,"Demat RA",71.00,63.00,27611.87,13,122,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005057,2026-09-30,Q3,2026,"Greater Kolkata",Howrah,"Howrah Main",WM017,"Subhojit Roy","Senior Manager",Investment,"Mutual Fund","Investment RA",6733494.00,3781019.59,31562.45,6,244,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000788,2026-07-31,Q3,2026,"Kolkata North","BT Road","BT Road Main",WM078,"Rahul Khan",Manager,Liability,FD,"Deposit RA",6489529.00,6979242.68,13337.02,31,104,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004169,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM010,"Priya Roy","Deputy Manager",Liability,FD,"Deposit RA",5319761.00,3454429.39,7741.26,16,205,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005095,2026-07-31,Q3,2026,"Kolkata South","New Alipore",Alipore,WM072,"Anirban Bose",Manager,Fee,Cards,"Cards RA",22.00,19.00,23171.93,4,232,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000269,2026-06-30,Q2,2026,"Kolkata South","New Alipore","New Alipore Main",WM042,"Sneha Bose",Manager,Fee,Cards,"Cards RA",93.00,100.00,128830.37,4,103,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000991,2026-05-31,Q2,2026,"Greater Kolkata",Howrah,Liluah,WM092,"Rahul Singh",Manager,Fee,Cards,"Cards RA",117.00,92.00,112791.50,25,147,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002692,2026-06-30,Q2,2026,"Kolkata South",Garia,Patuli,WM096,"Riya Saha","Deputy Manager",Fee,Forex,"Forex RA",390202.00,385127.91,6365.52,10,110,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001149,2026-08-31,Q3,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM090,"Aditi Bose","Deputy Manager",Fee,Insurance,"LI RA",699288.00,563396.89,99106.66,32,268,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001164,2026-04-30,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM043,"Subhojit Khan","Deputy Manager",Fee,Insurance,"LI RA",503978.00,515975.68,88865.12,17,279,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002663,2026-07-31,Q3,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM065,"Aditi Roy","Deputy Manager",Fee,Forex,"Forex RA",256211.00,215015.50,3567.69,33,300,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002128,2026-04-30,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM084,"Rohan Sen","Senior Manager",Investment,Demat,"Demat RA",66.00,44.00,36676.69,5,318,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004285,2026-04-30,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM035,"Rahul Singh","Senior Manager",Asset,"Personal Loan","Loan RA",2350179.00,1768221.74,18024.90,8,106,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000340,2026-05-31,Q2,2026,"Kolkata East",Rajarhat,"Chinar Park",WM052,"Subhojit Sen","Deputy Manager",Investment,"Mutual Fund","Investment RA",6105770.00,4345415.06,33745.15,26,99,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005157,2026-08-31,Q3,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM083,"Abhishek Agarwal","Senior Manager",Asset,"Personal Loan","Loan RA",3178902.00,2322060.00,13565.54,11,245,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000623,2026-04-30,Q2,2026,"Kolkata South",Gariahat,"Hindustan Park",WM043,"Subhojit Khan","Deputy Manager",Fee,Forex,"Forex RA",238760.00,224413.51,7739.02,13,281,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002202,2026-07-31,Q3,2026,"Kolkata North",Shyambazar,Bagbazar,WM025,"Rohan Mukherjee","Senior Manager",Asset,"Business Loan","Loan RA",14156285.00,9969704.71,74333.58,4,337,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000625,2026-06-30,Q2,2026,"Greater Kolkata",Howrah,Liluah,WM092,"Rahul Singh",Manager,Liability,FD,"Deposit RA",3292434.00,2963469.85,5191.37,62,89,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001514,2026-04-30,Q2,2026,"Kolkata Central","Park Street","Theatre Road",WM061,"Priya Roy",Manager,Liability,CASA,"CASA RA",5750363.00,4163452.01,8784.99,36,187,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003843,2026-04-30,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 1",WM039,"Rahul Bose",Manager,Fee,Forex,"Forex RA",112444.00,84804.61,1133.66,17,296,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC005106,2026-07-31,Q3,2026,"Greater Kolkata",Serampore,Konnagar,WM100,"Arjun Singh","Deputy Manager",Liability,CASA,"CASA RA",5016036.00,3449902.99,10581.85,25,227,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000782,2026-09-30,Q3,2026,"Kolkata East","Salt Lake",Karunamoyee,WM014,"Abhishek Ali","Senior Manager",Asset,"Home Loan","Loan RA",10974052.00,9645545.44,95458.36,19,98,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001670,2026-09-30,Q3,2026,"Kolkata South",Gariahat,Ballygunge,WM097,"Priya Banerjee","Senior Manager",Fee,Cards,"Cards RA",63.00,66.00,85315.91,28,133,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003589,2026-08-31,Q3,2026,"Kolkata South","New Alipore",Alipore,WM040,"Sneha Chatterjee","Deputy Manager",Asset,"Home Loan","Loan RA",18739960.00,15088515.66,175725.68,4,253,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001167,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Fee,Cards,"Cards RA",27.00,26.00,32080.69,4,200,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001467,2026-09-30,Q3,2026,"Kolkata North","Lake Town","VIP Road",WM022,"Ritwik Singh",Manager,Fee,Cards,"Cards RA",24.00,23.00,11635.74,1,109,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003778,2026-08-31,Q3,2026,"Kolkata South",Gariahat,Golpark,WM051,"Nisha Singh",Manager,Liability,"Deposit Mobilization","Deposit RA",14650325.00,15443686.15,32767.38,35,248,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004210,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Uttarpara,WM084,"Rohan Sen","Senior Manager",Liability,CASA,"CASA RA",5470432.00,4486579.16,14593.58,6,183,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001933,2026-09-30,Q3,2026,"Kolkata South",Garia,Patuli,WM044,"Sohini Ghosh",Manager,Fee,Forex,"Forex RA",0.00,99376.95,2504.90,15,107,NULL_AMOUNT,"Q2-Q3 review for Q4 target achievement planning"
REC000339,2026-04-30,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM073,"Ishaan Khan","Deputy Manager",Fee,Forex,"Forex RA",380826.00,357800.77,5940.71,32,322,INCORRECT_PRODUCT_NAME,"Q2-Q3 review for Q4 target achievement planning"
REC002550,2026-04-30,Q2,2026,"Kolkata South","New Alipore","New Alipore Main",WM042,"Sneha Bose",Manager,Fee,Cards,"Cards RA",108.00,84.00,70736.11,25,109,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003140,2026-05-31,Q2,2026,"Kolkata Central","Park Street","Park Street Main",WM053,"Ishaan Das","Deputy Manager",Investment,"Mutual Fund","Investment RA",7857134.00,7976542.89,30244.67,26,238,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000792,2026-07-31,Q3,2026,"Kolkata South",Behala,Thakurpukur,WM057,"Sohini Gupta",Manager,Liability,FD,"Deposit RA",3888285.00,2789509.04,9681.91,10,339,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002738,2026-07-31,Q3,2026,"Kolkata East","Salt Lake","City Centre",WM013,"Rahul Pal","Deputy Manager",Fee,Forex,"Forex RA",182299.00,148626.11,4567.36,2,234,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001473,2026-07-31,Q3,2026,"Greater Kolkata",Howrah,Bally,WM054,"Ishaan Mitra","Deputy Manager",Asset,"Personal Loan","Loan RA",3876309.00,2668114.39,18432.62,21,284,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002878,2026-04-30,Q2,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM083,"Abhishek Agarwal","Senior Manager",Fee,Cards,"Cards RA",72.00,50.00,32353.87,8,319,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004924,2026-06-30,Q2,2026,"Greater Kolkata",Serampore,Rishra,WM047,"Anirban Singh",Manager,Fee,Insurance,"LI RA",891181.00,497091.74,68580.74,24,337,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002904,2026-06-30,Q2,2026,"Kolkata North","Lake Town","Bangur Avenue",WM088,"Abhishek Chatterjee","Senior Manager",Liability,"Deposit Mobilization","Deposit RA",16506051.00,16726426.91,50393.83,52,175,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002033,2026-07-31,Q3,2026,"Kolkata East",Rajarhat,"Chinar Park",WM075,"Sohini Sharma",Manager,Liability,"Deposit Mobilization","Deposit RA",14540685.00,11314871.72,40718.81,17,343,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003651,2026-07-31,Q3,2026,"Kolkata South",Behala,Sakherbazar,WM005,"Poulami Ali","Deputy Manager",Asset,"Business Loan","Loan RA",3122329.00,2968439.44,29195.13,24,286,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003726,2026-07-31,Q3,2026,"Kolkata Central","Park Street","Park Street Main",WM048,"Abhishek Pal","Senior Manager",Liability,FD,"Deposit RA",5142115.00,4194760.86,8663.84,37,209,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC003378,2026-06-30,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Fee,Insurance,"LI RA",532752.00,407314.19,38505.74,29,135,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002185,2026-09-30,Q3,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM065,"Aditi Roy","Deputy Manager",Liability,FD,"Deposit RA",5955669.00,4288019.64,7464.80,43,259,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000988,2026-06-30,Q2,2026,"Greater Kolkata",Howrah,Bally,WM069,"Ishaan Chatterjee","Senior Manager",Liability,FD,"Deposit RA",6679009.00,5980121.02,17754.02,61,162,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004823,2026-05-31,Q2,2026,"Kolkata East","Salt Lake","Salt Lake Sector 5",WM034,"Ritwik Singh","Deputy Manager",Fee,Forex,"Forex RA",234253.00,188844.11,3026.42,1,140,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004690,2026-06-30,Q2,2026,"Greater Kolkata",Howrah,Bally,WM069,"Ishaan Chatterjee","Senior Manager",Liability,FD,"Deposit RA",5681023.00,3595321.52,12679.39,12,139,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002664,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,Lalbazar,WM035,"Rahul Singh","Senior Manager",Liability,CASA,"CASA RA",6893437.00,5619710.84,21648.62,36,303,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004912,2026-07-31,Q3,2026,"Kolkata North","BT Road",Baranagar,WM037,"Sayan Agarwal","Deputy Manager",Asset,"Home Loan","Loan RA",19522305.00,12143207.71,51018.21,14,210,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004742,2026-09-30,Q3,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM008,"Aarav Chatterjee","Senior Manager",Asset,"Business Loan","Loan RA",14387628.00,13717942.65,137289.96,5,140,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004296,2026-09-30,Q3,2026,"Kolkata Central","Park Street","Middleton Street",WM028,"Aditi Singh","Senior Manager",Fee,Cards,"Cards RA",72.00,59.00,40028.43,30,160,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000701,2026-07-31,Q3,2026,"Kolkata Central",Esplanade,Chowringhee,WM024,"Ishaan Mitra","Senior Manager",Investment,Demat,"Demat RA",33.00,32.00,19473.62,27,137,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC000373,2026-06-30,Q2,2026,"Kolkata South",Behala,"Behala Main",WM026,"Sohini Pal","Senior Manager",Asset,"Business Loan","Loan RA",6383514.00,5379394.01,28419.28,32,186,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001213,2026-08-31,Q3,2026,"Kolkata Central","Park Street","Middleton Street",WM074,"Priya Dutta","Deputy Manager",Fee,Cards,"Cards RA",64.00,56.00,55251.60,15,166,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001835,2026-07-31,Q3,2026,"Greater Kolkata",Howrah,Liluah,WM092,"Rahul Singh",Manager,Liability,"Deposit Mobilization","Deposit RA",14381636.00,7227377.12,24330.84,42,291,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC004204,2026-05-31,Q2,2026,"Kolkata Central",Dalhousie,"BBD Bag",WM083,"Abhishek Agarwal","Senior Manager",Fee,Forex,"Forex RA",498261.00,412933.50,10293.39,12,273,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001342,2026-05-31,Q2,2026,"Kolkata Central",Esplanade,"Esplanade Main",WM008,"Aarav Chatterjee","Senior Manager",Fee,Insurance,"LI RA",455790.00,361509.41,50093.54,31,317,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002830,2026-08-31,Q3,2026,"Kolkata Central",Dalhousie,Lalbazar,WM023,"Priya Dutta",Manager,Liability,"Deposit Mobilization","Deposit RA",9088273.00,7995959.67,18364.85,61,343,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC001058,2026-09-30,Q3,2026,"Kolkata Central",Esplanade,Chowringhee,WM024,"Ishaan Mitra","Senior Manager",Liability,FD,"Deposit RA",6329814.00,4577276.52,7316.38,47,113,Clean,"Q2-Q3 review for Q4 target achievement planning"
REC002834,2026-05-31,Q2,2026,"Kolkata North",Shyambazar,Hatibagan,WM071,"Riya Singh","Senior Manager",Asset,"Business Loan","Loan RA",9196790.00,7905932.06,92315.48,35,92,Clean,"Q2-Q3 review for Q4 target achievement planning"
